entity:sample_id	depmapID	HC2_bai	HC2_bam	HC2_md5	HC_bai	HC_bam	HC_md5	participant	RD_bai	RD_bam	RD_md5	RNAseq_bai	RNAseq_bam	RNAseq_md5	RRBS_bai	RRBS_bam	RRBS_md5	TERTp_bai	TERTp_bam	TERTp_md5	WES_bai	WES_bam	WES_md5	WGS2_bai	WGS2_bam	WGS2_md5	WGS_bai	WGS_bam	WGS_md5
22RV1_PROSTATE	ACH-000956				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/22RV1_PROSTATE.bam.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/22RV1_PROSTATE.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/22RV1_PROSTATE.bam.md5	22RV1_PROSTATE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/22Rv1/current/22Rv1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/22Rv1/current/22Rv1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/22Rv1/current/22Rv1.bam.md5	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G20502.22Rv1.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G20502.22Rv1.2.bam	a6fd284c1da5a34ee6f1802b6b895d38	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/22Rv1/v3/22Rv1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/22Rv1/v3/22Rv1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/22Rv1/v3/22Rv1.bam.md5				gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.22Rv1.2.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.22Rv1.2.bam	ec9c2fe29445cdbfa2e905a2018dbb53				gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16435/22Rv1/v1/22Rv1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16435/22Rv1/v1/22Rv1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16435/22Rv1/v1/22Rv1.bam.md5
2313287_STOMACH	ACH-000948				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/2313287_STOMACH.bam.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/2313287_STOMACH.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/2313287_STOMACH.bam.md5	2313287_STOMACH	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/23132_87/current/23132_87.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/23132_87/current/23132_87.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/23132_87/current/23132_87.bam.md5	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G20505.23132_87.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G20505.23132_87.2.bam	648c9602c730003ac86d383d55b294e2	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/23132_87/v1/23132_87.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/23132_87/v1/23132_87.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/23132_87/v1/23132_87.bam.md5										gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16362/23132_87/v2/23132_87.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16362/23132_87/v2/23132_87.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16362/23132_87/v2/23132_87.bam.md5
253JBV_URINARY_TRACT	ACH-000026				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/253J-BV.merged.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/253J-BV.merged.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/253J-BV.merged.bam.md5	253JBV_URINARY_TRACT				gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27287.253J-BV.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27287.253J-BV.1.bam	27ed555a99702cc2326f4ea2c89c8aa6	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/253J-BV/v1/253J-BV.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/253J-BV/v1/253J-BV.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/253J-BV/v1/253J-BV.bam.md5				gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.253J-BV.4.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.253J-BV.4.bam	68ad31e9436095ab2bc5883a63b344a3						
253J_URINARY_TRACT	ACH-000011				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/253J_URINARY_TRACT.bam.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/253J_URINARY_TRACT.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/253J_URINARY_TRACT.bam.md5	253J_URINARY_TRACT	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/253J/current/253J.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/253J/current/253J.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/253J/current/253J.bam.md5	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27296.253J.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27296.253J.1.bam	57188df202bdef32fa0ba767cb60c4e1	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/253J/v2/253J.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/253J/v2/253J.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/253J/v2/253J.bam.md5				gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.253J.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/C836.253J.1.bam	14465f816c9e1e334e2db47e36c245bf						
42MGBA_CENTRAL_NERVOUS_SYSTEM	ACH-000323				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/42MGBA_CENTRAL_NERVOUS_SYSTEM.bam.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/42MGBA_CENTRAL_NERVOUS_SYSTEM.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/42MGBA_CENTRAL_NERVOUS_SYSTEM.bam.md5	42MGBA_CENTRAL_NERVOUS_SYSTEM	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/42-MG-BA/current/42-MG-BA.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/42-MG-BA/current/42-MG-BA.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/42-MG-BA/current/42-MG-BA.bam.md5	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27271.42-MG-BA.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27271.42-MG-BA.1.bam	569985398efa770a702e3414a321ff8c	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/42-MG-BA/v1/42-MG-BA.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/42-MG-BA/v1/42-MG-BA.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/42-MG-BA/v1/42-MG-BA.bam.md5												
5637_URINARY_TRACT	ACH-000905				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/5637_URINARY_TRACT.bam.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/5637_URINARY_TRACT.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/5637_URINARY_TRACT.bam.md5	5637_URINARY_TRACT	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/5637/current/5637.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/5637/current/5637.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/5637/current/5637.bam.md5	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G20466.5637.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G20466.5637.2.bam	3b33ff05fc9b4ee75f79d0a4e1a6a639	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/5637/v2/5637.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/5637/v2/5637.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/5637/v2/5637.bam.md5										gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16438/5637/v1/5637.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16438/5637/v1/5637.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16438/5637/v1/5637.bam.md5
59M_OVARY	ACH-000520				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/59M_OVARY.bam.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/59M_OVARY.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/59M_OVARY.bam.md5	59M_OVARY				gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27248.59M.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27248.59M.1.bam	9f5815633fa14aa095b96f8afb2f229d	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/59M/v3/59M.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/59M/v3/59M.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/59M/v3/59M.bam.md5										gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G32831/59M/v1/59M.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G32831/59M/v1/59M.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G32831/59M/v1/59M.bam.md5
639V_URINARY_TRACT	ACH-000973				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/639V_URINARY_TRACT.bam.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/639V_URINARY_TRACT.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/639V_URINARY_TRACT.bam.md5	639V_URINARY_TRACT	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/639-V/current/639-V.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/639-V/current/639-V.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/639-V/current/639-V.bam.md5	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27276.639-V.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27276.639-V.1.bam	579628c674cb2d102485d0b7abb1ac47	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/639-V/v1/639-V.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/639-V/v1/639-V.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/639-V/v1/639-V.bam.md5												
647V_URINARY_TRACT	ACH-000896				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/647V_URINARY_TRACT.bam.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/647V_URINARY_TRACT.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/647V_URINARY_TRACT.bam.md5	647V_URINARY_TRACT	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/647-V/current/647-V.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/647-V/current/647-V.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/647-V/current/647-V.bam.md5	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27234.647-V.1.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G27234.647-V.1.bam	00c3b5b5ff19666cb6bceb87f37ed05a	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/647-V/v2/647-V.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/647-V/v2/647-V.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/647-V/v2/647-V.bam.md5												
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000070				gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam.bai	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	gs://fc-d6928784-e5c9-4059-807f-38fdd22ea1d4/xchip/cle/data/sequencing/1650HC_plus_addons/697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam.md5	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/697/current/697.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/697/current/697.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G16640/697/current/697.bam.md5	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G26223.697.2.bam.bai	gs://fc-c7d47ebf-26a0-404c-8ef6-a1eb59c32e54/G26223.697.2.bam	a3bd6e1941ace959e50c7760b90adea5	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/697/v2/697.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/697/v2/697.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/G29750/697/v2/697.bam.md5												
